Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-109606,"Intrinsic Pathway for Apoptosis",5,59,3,264,0.004196600042677289,0.2650318731078586,0.8243109973782252,41,60,0.005006675567423231,9606,Homo sapiens,"TFDP2;DLC1;BCL2;TP63","P63167;P10415;ENSG00000171791;Q14188;Q9H3D4",DLC1;BCL2;RUNX1T1,Q96LC9;Q9NR28;O43521;Q16611;P10415;Q13794;Q9BXH1;Q92934;P55957;Q07812;P98170,"R-HSA-139906;R-HSA-114307;R-HSA-139905;R-HSA-9627350;R-HSA-508163;R-HSA-139908;R-HSA-139909;R-HSA-139914;R-HSA-198347;R-HSA-139913;R-HSA-139918;R-HSA-114252;R-HSA-139919;R-HSA-4331340;R-HSA-139917;R-HSA-168848;R-HSA-139920;R-HSA-168849;R-HSA-114261;R-HSA-9627078;R-HSA-114263;R-HSA-114264;R-HSA-114275;R-HSA-6790025;R-HSA-9627106;R-HSA-9627107;R-HSA-114352;R-HSA-9627104;R-HSA-140214;R-HSA-139895;R-HSA-141367;R-HSA-139893;R-HSA-139898;R-HSA-139899;R-HSA-140216;R-HSA-9627369;R-HSA-140217;R-HSA-139897;R-HSA-4331327;R-HSA-4331324;R-HSA-140221"
R-HSA-73980,"RNA Polymerase III Transcription Termination",1,23,0,5,0.0016359627285013158,0.2812595854485307,0.8243109973782252,1,2,1.6688918558077436E-4,9606,Homo sapiens,"NFIB","",,,"R-HSA-113454"
R-HSA-977068,"Termination of O-glycan biosynthesis",1,28,0,0,0.0019916067999146453,0.2812595854485307,0.8243109973782252,2,5,4.1722296395193593E-4,9606,Homo sapiens,"ST6GAL1","",,,"R-HSA-977071;R-HSA-977228"
R-HSA-5250982,"Toxicity of tetanus toxin (TeNT)",0,6,1,22,4.2677288569599545E-4,0.2812595854485307,0.8243109973782252,2,5,4.1722296395193593E-4,9606,Homo sapiens,"","",NEO1,28424,"R-HSA-5228407;R-HSA-5228406"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",5,125,2,180,0.008891101785333238,0.2829398892560018,0.8243109973782252,5,7,5.841121495327102E-4,9606,Homo sapiens,"KITLG;PPP2R1B;INSR;NRG1","Q02297-10;Q02297;P30154;P21583-1;P06213",ASXL1;FOXO1,P31749,"R-HSA-2316434;R-HSA-8857925;R-HSA-6811504;R-HSA-6811472;R-HSA-6811454"
R-HSA-380108,"Chemokine receptors bind chemokines",2,48,3,62,0.0034141830855679636,0.2866405377271598,0.8243109973782252,7,18,0.0015020026702269693,9606,Homo sapiens,"CXCL11;CXCL12","P48061;O14625",CXCL11;CXCL12;EMP1,P78556;Q99616;P48061;O15444;P13501;P25025,"R-HSA-373061;R-HSA-373813;R-HSA-374214;R-HSA-373074;R-HSA-8862733;R-HSA-373087;R-HSA-374248"
R-HSA-844455,"The NLRP1 inflammasome",1,5,1,26,3.556440714133295E-4,0.28969330233097335,0.8243109973782252,2,4,3.337783711615487E-4,9606,Homo sapiens,"BCL2","P10415",BCL2,Q9C000,"R-HSA-844447;R-HSA-879201"
R-HSA-77387,"Insulin receptor recycling",1,28,0,1,0.0019916067999146453,0.28969330233097335,0.8243109973782252,3,6,5.006675567423231E-4,9606,Homo sapiens,"INSR","",,,"R-HSA-74726;R-HSA-74733;R-HSA-74734"
R-HSA-418217,"G beta:gamma signalling through PLC beta",2,23,0,68,0.0016359627285013158,0.2909777424333586,0.8243109973782252,2,2,1.6688918558077436E-4,9606,Homo sapiens,"PLCB1;GNG11","",,,"R-HSA-398193;R-HSA-398040"
R-HSA-2122947,"NOTCH1 Intracellular Domain Regulates Transcription",5,56,2,270,0.003983213599829291,0.31021325433099844,0.8243109973782252,13,16,0.0013351134846461949,9606,Homo sapiens,"TLE1;HEY1;MAML2;HDAC9","ENSG00000164683;Q04724;Q9Y5J3;Q9UKV0;Q8IZL2",CITED2;FOXO1,Q92793;Q09472,"R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1912393;R-HSA-1912394;R-HSA-4396347;R-HSA-4396379;R-HSA-1912388;R-HSA-1912391;R-HSA-1912359;R-HSA-1980067;R-HSA-4396382;R-HSA-1980065"
R-HSA-5689603,"UCH proteinases",3,98,2,117,0.006970623799701259,0.3115181345487348,0.8243109973782252,4,11,9.17890520694259E-4,9606,Homo sapiens,"ASXL1;MBD5;OGT","O15294;Q8IXJ9;Q9P267",ASXL1;OGT,Q92560;P51610,"R-HSA-5690790;R-HSA-5690785;R-HSA-5689649;R-HSA-5689630"
R-HSA-5576893,"Phase 2 - plateau phase",1,30,0,2,0.0021338644284799773,0.3144077546487962,0.8243109973782252,1,2,1.6688918558077436E-4,9606,Homo sapiens,"CACNA2D3","",,,"R-HSA-5577213"
R-HSA-6803211,"TP53 Regulates Transcription of Death Receptors and Ligands",1,18,0,17,0.0012803186570879864,0.3144077546487962,0.8243109973782252,2,7,5.841121495327102E-4,9606,Homo sapiens,"TP63","",,,"R-HSA-6799815;R-HSA-6800001"
R-HSA-1482798,"Acyl chain remodeling of CL",0,18,1,15,0.0012803186570879864,0.3144077546487962,0.8243109973782252,1,12,0.0010013351134846463,9606,Homo sapiens,"","",USP54,O60733,"R-HSA-1482778"
R-HSA-141444,"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal",3,94,2,78,0.006686108542570596,0.31472037834770794,0.8243109973782252,4,4,3.337783711615487E-4,9606,Homo sapiens,"KIF2A;PPP2R1B;DLC1","O00139;P63167;P30154",INSR;TSC22D3,Q13257;Q9Y6D9,"R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439"
R-HSA-141424,"Amplification of signal from the kinetochores",3,94,2,78,0.006686108542570596,0.31472037834770794,0.8243109973782252,4,4,3.337783711615487E-4,9606,Homo sapiens,"KIF2A;PPP2R1B;DLC1","O00139;P63167;P30154",INSR;TSC22D3,Q13257;Q9Y6D9,"R-HSA-141409;R-HSA-141431;R-HSA-141422;R-HSA-141439"
R-HSA-9024909,"BDNF activates NTRK2 (TRKB) signaling",1,4,0,30,2.8451525713066365E-4,0.3224541172020803,0.8243109973782252,3,3,2.5033377837116157E-4,9606,Homo sapiens,"BDNF","",,,"R-HSA-9024906;R-HSA-9026464;R-HSA-9024967"
R-HSA-114294,"Activation, translocation and oligomerization of BAX",0,2,1,33,1.4225762856533183E-4,0.3224541172020803,0.8243109973782252,4,4,3.337783711615487E-4,9606,Homo sapiens,"","",BCL2,P55957;Q07812,"R-HSA-114275;R-HSA-168849;R-HSA-114264;R-HSA-139917"
R-HSA-162592,"Integration of provirus",1,15,0,20,0.0010669322142399886,0.3224541172020803,0.8243109973782252,2,14,0.0011682242990654205,9606,Homo sapiens,"XRCC4","",,,"R-HSA-175258;R-HSA-175177"
R-HSA-2142845,"Hyaluronan metabolism",1,23,0,10,0.0016359627285013158,0.3224541172020803,0.8243109973782252,1,12,0.0010013351134846463,9606,Homo sapiens,"ABCC5","",,,"R-HSA-2142859"
R-HSA-74713,"IRS activation",1,7,0,27,4.979016999786613E-4,0.33040644183760437,0.8243109973782252,3,3,2.5033377837116157E-4,9606,Homo sapiens,"INSR","",,,"R-HSA-74707;R-HSA-74711;R-HSA-74712"
R-HSA-5684996,"MAPK1/MAPK3 signaling",7,281,5,228,0.01998719681342912,0.33062999432866524,0.8243109973782252,11,46,0.0038384512683578105,9606,Homo sapiens,"DUSP4;KITLG;ANGPT1;PPP2R1B;NRG1;DUSP6","Q13115;Q02297-10;Q02297;P30154;Q15389;Q16828;P21583-1",DUSP4;PNKD;BCL2;ETS1;FOXO1,P27361;P28482;P06493,"R-HSA-109857;R-HSA-5675431;R-HSA-5672965;R-HSA-109858;R-HSA-5675376;R-HSA-109863;R-HSA-112342;R-HSA-5672961;R-HSA-109864;R-HSA-5675373;R-HSA-5672957"
R-HSA-1912408,"Pre-NOTCH Transcription and Translation",4,89,3,163,0.006330464471157266,0.3327717040753406,0.8243109973782252,11,28,0.002336448598130841,9606,Homo sapiens,"H3F3B;TFDP2;MAML2;H3F3A;RUNX1","P84243;Q14188;Q8IZL2;Q01196",GLI1;ETS1;CREB5,P05412;P41743,"R-HSA-9604834;R-HSA-1912415;R-HSA-9017835;R-HSA-9021357;R-HSA-4395231;R-HSA-1912401;R-HSA-1912416;R-HSA-9604831;R-HSA-9604703;R-HSA-9604719;R-HSA-9604829"
R-HSA-199418,"Negative regulation of the PI3K/AKT network",5,133,2,202,0.009460132299594566,0.344778620798436,0.8243109973782252,5,10,8.344459279038719E-4,9606,Homo sapiens,"KITLG;PPP2R1B;INSR;NRG1","Q02297-10;Q02297;P30154;P21583-1;P06213",ASXL1;FOXO1,P31749,"R-HSA-2316434;R-HSA-8857925;R-HSA-6811504;R-HSA-6811472;R-HSA-6811454"
R-HSA-9032759,"NTRK2 activates RAC1",1,7,0,31,4.979016999786613E-4,0.3460333421938423,0.8243109973782252,2,2,1.6688918558077436E-4,9606,Homo sapiens,"BDNF","",,,"R-HSA-9032761;R-HSA-9032798"
R-HSA-8865999,"MET activates PTPN11",0,5,2,33,3.556440714133295E-4,0.3460333421938423,0.8243109973782252,1,1,8.344459279038718E-5,9606,Homo sapiens,"","",INSR;IGF1R,Q06124,"R-HSA-8865994"
R-HSA-9614657,"FOXO-mediated transcription of cell death genes",3,23,4,159,0.0016359627285013158,0.35314373992509895,0.8243109973782252,13,15,0.0012516688918558078,9606,Homo sapiens,"CITED2;FOXO1","ENSG00000164442;Q12778;Q99967",DBP;BCL2;HDAC9;FKBP5,O43521;Q9BXH1;P41182;P35638;Q15831,"R-HSA-9622579;R-HSA-9621270;R-HSA-9621242;R-HSA-9621116;R-HSA-9625378;R-HSA-9622627;R-HSA-9622630;R-HSA-9614662;R-HSA-9622667;R-HSA-9621289;R-HSA-9622604;R-HSA-9622668;R-HSA-9614669"
R-HSA-421270,"Cell-cell junction organization",3,67,1,122,0.004765630556938616,0.35314373992509895,0.8243109973782252,2,21,0.0017523364485981308,9606,Homo sapiens,"CDH6;JUP;CDH11","P55287;P55285;P14923",JUP,P35221,"R-HSA-419002;R-HSA-419001"
R-HSA-5603027,"IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)",0,3,1,37,2.1338644284799773E-4,0.3537100687751439,0.8243109973782252,1,1,8.344459279038718E-5,9606,Homo sapiens,"","",FKBP5,O15111,"R-HSA-5262921"
R-HSA-5675482,"Regulation of necroptotic cell death",0,21,1,24,0.001493705099935984,0.3537100687751439,0.8243109973782252,1,5,4.1722296395193593E-4,9606,Homo sapiens,"","",CCDC50,Q13546,"R-HSA-5357828"
R-HSA-4839743,"phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex",1,16,0,22,0.0011380610285226546,0.36129705945087043,0.8243109973782252,4,4,3.337783711615487E-4,9606,Homo sapiens,"PPP2R1B","",,,"R-HSA-4827388;R-HSA-4839635;R-HSA-4839634;R-HSA-4839638"
R-HSA-5358752,"T41 mutants of beta-catenin aren't phosphorylated",1,16,0,22,0.0011380610285226546,0.36129705945087043,0.8243109973782252,1,1,8.344459279038718E-5,9606,Homo sapiens,"PPP2R1B","",,,"R-HSA-4839638"
R-HSA-5358749,"S37 mutants of beta-catenin aren't phosphorylated",1,16,0,22,0.0011380610285226546,0.36129705945087043,0.8243109973782252,1,1,8.344459279038718E-5,9606,Homo sapiens,"PPP2R1B","",,,"R-HSA-4839635"
R-HSA-5358747,"S33 mutants of beta-catenin aren't phosphorylated",1,16,0,22,0.0011380610285226546,0.36129705945087043,0.8243109973782252,1,1,8.344459279038718E-5,9606,Homo sapiens,"PPP2R1B","",,,"R-HSA-4839634"
R-HSA-5358751,"S45 mutants of beta-catenin aren't phosphorylated",1,16,0,22,0.0011380610285226546,0.36129705945087043,0.8243109973782252,1,1,8.344459279038718E-5,9606,Homo sapiens,"PPP2R1B","",,,"R-HSA-4827388"
R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment ",0,19,1,24,0.0013514474713706523,0.36129705945087043,0.8243109973782252,1,3,2.5033377837116157E-4,9606,Homo sapiens,"","",CCDC50,Q13546,"R-HSA-168930"
R-HSA-210747,"Regulation of gene expression in early pancreatic precursor cells",0,14,1,24,9.958033999573227E-4,0.36129705945087043,0.8243109973782252,2,6,5.006675567423231E-4,9606,Homo sapiens,"","",USP54,P35680,"R-HSA-210784;R-HSA-210788"
R-HSA-9005895,"Pervasive developmental disorders",1,16,0,22,0.0011380610285226546,0.36129705945087043,0.8243109973782252,1,5,4.1722296395193593E-4,9606,Homo sapiens,"BDNF","",,,"R-HSA-9023461"
R-HSA-9005891,"Loss of function of MECP2 in Rett syndrome",1,16,0,22,0.0011380610285226546,0.36129705945087043,0.8243109973782252,1,5,4.1722296395193593E-4,9606,Homo sapiens,"BDNF","",,,"R-HSA-9023461"
R-HSA-2187335,"The retinoid cycle in cones (daylight vision)",0,19,1,19,0.0013514474713706523,0.36129705945087043,0.8243109973782252,2,11,9.17890520694259E-4,9606,Homo sapiens,"","",CREB5,P10745,"R-HSA-2465938;R-HSA-2465934"
R-HSA-111457,"Release of apoptotic factors from the mitochondria",0,5,1,34,3.556440714133295E-4,0.3687953587445193,0.8243109973782252,2,4,3.337783711615487E-4,9606,Homo sapiens,"","",DLC1,Q9NR28,"R-HSA-9627106;R-HSA-114307"
R-HSA-9603505,"NTRK3 as a dependence receptor",0,3,1,37,2.1338644284799773E-4,0.3687953587445193,0.8243109973782252,1,4,3.337783711615487E-4,9606,Homo sapiens,"","",BCL2,Q07812,"R-HSA-9603598"
R-HSA-174362,"Transport and synthesis of PAPS",1,13,0,27,9.246745856746568E-4,0.3762059990728892,0.8243109973782252,1,4,3.337783711615487E-4,9606,Homo sapiens,"SLC35B3","",,,"R-HSA-741449"
R-HSA-211163,"AKT-mediated inactivation of FOXO1A",1,6,0,36,4.2677288569599545E-4,0.3835300008859056,0.8243109973782252,2,2,1.6688918558077436E-4,9606,Homo sapiens,"FOXO1","",,,"R-HSA-211178;R-HSA-211164"
R-HSA-165181,"Inhibition of TSC complex formation by PKB",0,6,1,36,4.2677288569599545E-4,0.3835300008859056,0.8243109973782252,1,2,1.6688918558077436E-4,9606,Homo sapiens,"","",SGK1,P49815,"R-HSA-165162"
R-HSA-2465910,"MASTL Facilitates Mitotic Progression",1,12,0,30,8.535457713919909E-4,0.3835300008859056,0.8243109973782252,1,4,3.337783711615487E-4,9606,Homo sapiens,"PPP2R1B","",,,"R-HSA-2430552"
R-HSA-1566977,"Fibronectin matrix formation",0,7,2,38,4.979016999786613E-4,0.39076837280467336,0.8243109973782252,2,3,2.5033377837116157E-4,9606,Homo sapiens,"","",COL1A1;DCN,P02751,"R-HSA-2327746;R-HSA-2545196"
R-HSA-210744,"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells",1,20,1,22,0.001422576285653318,0.39076837280467336,0.8243109973782252,2,4,3.337783711615487E-4,9606,Homo sapiens,"MAML2","Q8IZL2",USP54,P35680,"R-HSA-1980047;R-HSA-210824"
R-HSA-5626978,"TNFR1-mediated ceramide production",0,6,2,36,4.2677288569599545E-4,0.39076837280467336,0.8243109973782252,1,3,2.5033377837116157E-4,9606,Homo sapiens,"","",USP54;DLC1,P63244,"R-HSA-5626982"
R-HSA-1251985,"Nuclear signaling by ERBB4",3,35,1,161,0.002489508499893307,0.39446850141591316,0.8243109973782252,3,22,0.001835781041388518,9606,Homo sapiens,"CXCL12;NRG1","Q02297;ENSG00000107562;P48061",CXCL11,P48061,"R-HSA-8954207;R-HSA-1251992;R-HSA-8954199"
R-HSA-937041,"IKK complex recruitment mediated by RIP1",0,24,1,24,0.0017070915427839818,0.39792211175802583,0.8243109973782252,1,3,2.5033377837116157E-4,9606,Homo sapiens,"","",CCDC50,Q13546,"R-HSA-168921"
R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",0,26,1,18,0.0018493491713493136,0.39792211175802583,0.8243109973782252,1,8,6.675567423230974E-4,9606,Homo sapiens,"","",IGF1R,P05019,"R-HSA-422048"
R-HSA-5365859,"RA biosynthesis pathway",1,39,0,4,0.0027740237570239704,0.39792211175802583,0.8243109973782252,1,11,9.17890520694259E-4,9606,Homo sapiens,"ALDH8A1","",,,"R-HSA-5696101"
R-HSA-450282,"MAPK targets/ Nuclear events mediated by MAP kinases",3,35,4,170,0.002489508499893307,0.4007727373868889,0.8243109973782252,10,16,0.0013351134846461949,9606,Homo sapiens,"DUSP4;PPP2R1B;DUSP6","Q13115;P30154;Q16828",TLE1;SGK1;ETS1;CREB5,P01100;P15336;P05412;P16220,"R-HSA-450292;R-HSA-450325;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-168440;R-HSA-168136;R-HSA-199935;R-HSA-199917"
R-HSA-9617828,"FOXO-mediated transcription of cell cycle genes",3,27,2,170,0.0019204779856319795,0.4039181332612909,0.8243109973782252,20,22,0.001835781041388518,9606,Homo sapiens,"BTG1;FOXO1","ENSG00000133639;Q12778;P62324",TFDP2;CAV2,Q03135;Q08999,"R-HSA-9620915;R-HSA-9617840;R-HSA-9624976;R-HSA-9625520;R-HSA-9618004;R-HSA-9620788;R-HSA-9620891;R-HSA-9617848;R-HSA-9624985;R-HSA-9625406;R-HSA-9617852;R-HSA-9620828;R-HSA-9617853;R-HSA-9625409;R-HSA-9625510;R-HSA-9618021;R-HSA-9620837;R-HSA-9617838;R-HSA-9617996;R-HSA-9620813"
R-HSA-174048,"APC/C:Cdc20 mediated degradation of Cyclin B",0,23,1,22,0.0016359627285013158,0.40499220311750406,0.8243109973782252,1,3,2.5033377837116157E-4,9606,Homo sapiens,"","",FOXO1,P06493,"R-HSA-174157"
R-HSA-3134963,"DEx/H-box helicases activate type I IFN and inflammatory cytokines production ",0,7,1,39,4.979016999786613E-4,0.40499220311750406,0.8243109973782252,1,5,4.1722296395193593E-4,9606,Homo sapiens,"","",ZMAT3,Q08211,"R-HSA-3134954"
R-HSA-8948216,"Collagen chain trimerization",1,44,0,0,0.0031296678284373,0.40499220311750406,0.8243109973782252,1,28,0.002336448598130841,9606,Homo sapiens,"COL1A1","",,,"R-HSA-8944214"
R-HSA-1250196,"SHC1 events in ERBB2 signaling",2,35,1,90,0.002489508499893307,0.40539218136281185,0.8243109973782252,4,6,5.006675567423231E-4,9606,Homo sapiens,"NRG1","Q02297-10;Q02297",INSR,P29353,"R-HSA-1250195;R-HSA-1250486;R-HSA-1963578;R-HSA-1250463"
R-HSA-420092,"Glucagon-type ligand receptors",1,35,1,13,0.002489508499893307,0.41197962083070594,0.8243109973782252,2,8,6.675567423230974E-4,9606,Homo sapiens,"GNG11","P61952",MEIS2,P09683,"R-HSA-381612;R-HSA-420202"
R-HSA-216083,"Integrin cell surface interactions",5,86,3,287,0.006117078028309268,0.412049479901647,0.8243109973782252,19,54,0.004506008010680908,9606,Homo sapiens,"COL1A1;ITGA10;ITGA2;ITGA1;ITGB8","P02452;P26012;P17301;O75578;P56199",COL1A1;JUP;DCN,P02751;P16284,"R-HSA-2484965;R-HSA-114563;R-HSA-2473511;R-HSA-4088220;R-HSA-210304;R-HSA-4539779;R-HSA-216043;R-HSA-2467436;R-HSA-216040;R-HSA-2327695;R-HSA-216045;R-HSA-4084912;R-HSA-216076;R-HSA-4084910;R-HSA-4085133;R-HSA-4086216;R-HSA-4084903;R-HSA-349593;R-HSA-2470555"
R-HSA-69618,"Mitotic Spindle Checkpoint",3,110,3,107,0.00782416957109325,0.41332550307508653,0.8243109973782252,6,7,5.841121495327102E-4,9606,Homo sapiens,"KIF2A;PPP2R1B;DLC1","O00139;P63167;P30154",INSR;TSC22D3;ZNF207,O43684;Q13257;Q9Y6D9,"R-HSA-141409;R-HSA-141431;R-HSA-141429;R-HSA-141422;R-HSA-141439;R-HSA-141437"
R-HSA-8939243,"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known",2,39,3,86,0.0027740237570239704,0.41761246206765423,0.8243109973782252,5,5,4.1722296395193593E-4,9606,Homo sapiens,"SMARCA2;RUNX1","P51531;Q01196",TLE1;CITED2;RUNX1,Q9H2X6;Q09472,"R-HSA-8938217;R-HSA-8878054;R-HSA-8878050;R-HSA-8937989;R-HSA-8878056"
R-HSA-196299,"Beta-catenin phosphorylation cascade",1,19,0,27,0.0013514474713706523,0.4188853275532588,0.8243109973782252,4,4,3.337783711615487E-4,9606,Homo sapiens,"PPP2R1B","",,,"R-HSA-195283;R-HSA-195318;R-HSA-195287;R-HSA-195300"
R-HSA-1963640,"GRB2 events in ERBB2 signaling",1,20,0,28,0.001422576285653318,0.4188853275532588,0.8243109973782252,2,4,3.337783711615487E-4,9606,Homo sapiens,"NRG1","",,,"R-HSA-1306969;R-HSA-1306972"
R-HSA-187024,"NGF-independant TRKA activation",0,8,1,39,5.690305142613273E-4,0.4188853275532588,0.8243109973782252,1,4,3.337783711615487E-4,9606,Homo sapiens,"","",CNR1,P29274,"R-HSA-187661"
R-HSA-6788467,"IL-6-type cytokine receptor ligand interactions",1,17,1,34,0.0012091898428053204,0.4188853275532588,0.8243109973782252,2,14,0.0011682242990654205,9606,Homo sapiens,"LIF","P15018",LIF,P40189,"R-HSA-6783524;R-HSA-6783681"
R-HSA-3371497,"HSP90 chaperone cycle for steroid hormone receptors (SHR)",2,70,0,56,0.004979016999786614,0.42165789189548986,0.8243109973782252,4,12,0.0010013351134846463,9606,Homo sapiens,"DLC1;FKBP5","",,,"R-HSA-5618080;R-HSA-5618098;R-HSA-5618073;R-HSA-5618105"
R-HSA-5660526,"Response to metal ions",1,21,0,26,0.001493705099935984,0.4257102747791196,0.8243109973782252,4,31,0.0025867823765020025,9606,Homo sapiens,"MTF1","",,,"R-HSA-5660503;R-HSA-5660514;R-HSA-5660530;R-HSA-5660479"
R-HSA-8874081,"MET activates PTK2 signaling",2,32,1,95,0.0022761220570453092,0.4297053880149201,0.8243109973782252,1,5,4.1722296395193593E-4,9606,Homo sapiens,"COL1A1;ITGA2","P02452;P17301",EPHA2,Q05397,"R-HSA-8874079"
R-HSA-2467813,"Separation of Sister Chromatids",3,194,0,22,0.013798989970837186,0.4319967443233641,0.8243109973782252,2,8,6.675567423230974E-4,9606,Homo sapiens,"KIF2A;PPP2R1B;DLC1","",,,"R-HSA-2467809;R-HSA-2467811"
R-HSA-1368071,"NR1D1 (REV-ERBA) represses gene expression",0,5,1,46,3.556440714133295E-4,0.4324554029694542,0.8243109973782252,1,1,8.344459279038718E-5,9606,Homo sapiens,"","",RUNX1T1,O75376,"R-HSA-5663252"
R-HSA-3000480,"Scavenging by Class A Receptors",1,48,0,0,0.0034141830855679636,0.4324554029694542,0.8243109973782252,1,10,8.344459279038719E-4,9606,Homo sapiens,"COL1A1","",,,"R-HSA-3221843"
R-HSA-1980143,"Signaling by NOTCH1",5,83,4,301,0.005903691585461271,0.4373932284137151,0.8243109973782252,15,37,0.003087449933244326,9606,Homo sapiens,"TLE1;HEY1;MAML2;HDAC9","ENSG00000164683;Q04724;Q9Y5J3;Q9UKV0;Q8IZL2",CITED2;GLI1;TP63;FOXO1,Q96J02;Q92793;Q09472,"R-HSA-1980125;R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1912393;R-HSA-1912394;R-HSA-4396347;R-HSA-4396379;R-HSA-1912388;R-HSA-1912391;R-HSA-1912359;R-HSA-1980067;R-HSA-4396382;R-HSA-1980128;R-HSA-1980065"
R-HSA-392851,"Prostacyclin signalling through prostacyclin receptor",1,23,0,28,0.0016359627285013158,0.43912164168002044,0.8243109973782252,3,4,3.337783711615487E-4,9606,Homo sapiens,"GNG11","",,,"R-HSA-392852;R-HSA-392870;R-HSA-392874"
R-HSA-9022699,"MECP2 regulates neuronal receptors and channels",2,32,3,98,0.0022761220570453092,0.4456210401305294,0.8243109973782252,3,26,0.0021695594125500667,9606,Homo sapiens,"FKBP5","ENSG00000096060;Q13451",ELOVL4;INSR;IGF1R,P18031,"R-HSA-9022728;R-HSA-9023549;R-HSA-9022734"
R-HSA-8877330,"RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)",1,17,0,35,0.0012091898428053204,0.445709909687101,0.8243109973782252,20,20,0.0016688918558077437,9606,Homo sapiens,"RUNX1","",,,"R-HSA-8877414;R-HSA-8939082;R-HSA-8877348;R-HSA-8877345;R-HSA-8877391;R-HSA-8877485;R-HSA-8877421;R-HSA-8865547;R-HSA-8865546;R-HSA-8877385;R-HSA-8877192;R-HSA-8877493;R-HSA-8877396;R-HSA-8877490;R-HSA-8877360;R-HSA-8939088;R-HSA-8877404;R-HSA-8877338;R-HSA-8877369;R-HSA-9006422"
R-HSA-8952158,"RUNX3 regulates BCL2L11 (BIM) transcription",0,6,1,47,4.2677288569599545E-4,0.445709909687101,0.8243109973782252,1,2,1.6688918558077436E-4,9606,Homo sapiens,"","",BCL2,O43521,"R-HSA-8952232"
R-HSA-176034,"Interactions of Tat with host cellular proteins",0,3,1,50,2.1338644284799773E-4,0.445709909687101,0.8243109973782252,1,2,1.6688918558077436E-4,9606,Homo sapiens,"","",FKBP5,P50750,"R-HSA-167235"
R-HSA-9013957,"TLR3-mediated TICAM1-dependent programmed cell death",0,6,1,48,4.2677288569599545E-4,0.445709909687101,0.8243109973782252,1,3,2.5033377837116157E-4,9606,Homo sapiens,"","",BTG1,Q13158,"R-HSA-9013889"
R-HSA-549127,"Organic cation transport",1,39,0,11,0.0027740237570239704,0.445709909687101,0.8243109973782252,1,9,7.510013351134847E-4,9606,Homo sapiens,"RUNX1","",,,"R-HSA-549241"
R-HSA-76071,"RNA Polymerase III Transcription Initiation From Type 3 Promoter",0,28,1,23,0.0019916067999146453,0.45222111511191543,0.8243109973782252,1,4,3.337783711615487E-4,9606,Homo sapiens,"","",SP4,P14859,"R-HSA-83791"
R-HSA-749476,"RNA Polymerase III Abortive And Retractive Initiation",1,46,0,5,0.0032719254570026317,0.45222111511191543,0.8243109973782252,1,13,0.0010847797062750334,9606,Homo sapiens,"NFIB","",,,"R-HSA-113454"
R-HSA-5663220,"RHO GTPases Activate Formins",3,149,2,71,0.01059819332811722,0.4565487584543855,0.8243109973782252,5,27,0.002253004005340454,9606,Homo sapiens,"KIF2A;PPP2R1B;DLC1","O00139;P63167;P30154",ITGA2;OGT,P05556;Q8N9R8,"R-HSA-5666160;R-HSA-5666049;R-HSA-5666129;R-HSA-5666008;R-HSA-5666169"
R-HSA-2644606,"Constitutive Signaling by NOTCH1 PEST Domain Mutants",4,68,2,237,0.0048367593712212815,0.4565971685258249,0.8243109973782252,12,21,0.0017523364485981308,9606,Homo sapiens,"HEY1;MAML2;HDAC9","ENSG00000164683;Q9Y5J3;Q9UKV0;Q8IZL2",CITED2;FOXO1,Q92793;Q09472,"R-HSA-4396402;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220964;R-HSA-2220982;R-HSA-2220966;R-HSA-2220985;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-2220957"
